pima,0.7880720414,0.8146184963,0.8521876598,0.8069465755,0.7867670991,0.7942065374,0.8010880179,0.7594736597,0.8331705956
segment0,0.9965617369,0.9977521426,0.7805325987,0.931167738,0.964684726,0.9030743036,0.9997799969,0.9004438323,0.9999808693
led7digit-0-2-4-5-6-7-8-9_vs_1,0.9676393565,0.972392638,0.9756646217,0.9678936605,0.9789366053,0.9462167689,0.9752556237,0.9695296524,0.9732106339
abalone9-18,0.84,0.8101023018,0.8925831202,0.881713555,0.6142369991,0.7267689685,0.5029838022,0.7559676044,0.863597613
kddcup-guess_passwd_vs_satan,1,1,0.9946278826,1,1,1,1,1,1
yeast5,0.8512731481,0.9127121914,0.9890046296,0.9816743827,0.9850501543,0.3783757716,0.9820601852,0.518132716,0.9880401235
abalone19,0.3812983162,0.3998885846,0.8656051251,0.7675595376,0.6982498491,0.7245717469,0.358386333,0.2956687248,0.7738266561
page-blocks0,0.9567080331000879,0.94662644569361,0.9577154810363765,0.9408315565031982,0.9176398849906313,0.7818133359178137,0.953782225237449,0.8943230277185501,0.9689175873877367
page-blocks0,0.952940507150937,0.9479065710408994,0.9577154810363765,0.9394423983976223,0.9253569813271307,0.768071170123409,0.9554863668669639,0.8821315500419978,0.9673265167668154
pima,0.799019506013835,0.8338215464732412,0.8423304040544939,0.7954619426233318,0.8098293578834798,0.8018319616868926,0.7946715023015761,0.7765378713907101,0.8567443158041568
page-blocks0,0.9676053007141641,0.9539679847515669,0.9551390773405699,0.9305420947211993,0.9316728048071332,0.7698358855075274,0.9553369516056082,0.8832420688763971,0.966211959682109
