pima,0.7088846880907372,0.6819640117171154,0.7657971823127353,0.839075649788441,0.8238248012275073,0.7763053889431347,0.7938345654903054,0.8008555354070768,0.8255451713395638
segment0,0.9916352704211017,0.9951408019589838,0.6535908325681052,0.9538567493112948,0.9763161922252832,0.9019742883379247,0.9994260789715335,0.9404556932966024,0.9999521732476279
led7digit-0-2-4-5-6-7-8-9_vs_1,0.9502431724653947,0.9658486707566462,0.9785276073619632,0.9773006134969326,0.9523517382413087,0.7862985685071575,0.9678936605316973,0.9699386503067485,0.9760736196319019
abalone9-18,0.46973365617433416,0.43584825234441604,0.9166666666666667,0.9124040920716112,0.5829070758738278,0.7060954816709293,0.213768115942029,0.9115515771526002,0.8691389599317988
poker-9_vs_7,0.14468085106382977,0.33333333333333337,0.4421052631578947,0.5929824561403508,0.6947368421052632,0.6421052631578947,0.5578947368421052,0.3368421052631579,0.38947368421052625
kddcup-guess_passwd_vs_satan,1.0,1.0,0.9888626834381552,1.0,1.0,1.0,1.0,1.0,1.0
yeast5,0.9844640313390313,0.9856288580246914,0.9851466049382717,0.9870756172839505,0.9855324074074074,0.8393132716049383,0.9757908950617283,0.9609375,0.988233024691358
abalone19,0.4669914222175156,0.5193352212060722,0.6472772851771041,0.8508425792674434,0.7997771691193538,0.7488974513718026,0.38633303932036583,0.28912306763845697,0.8284202219024186
page-blocks0,0.9680448206186151,0.9573762680105964,0.9383520708147574,0.9287773793370808,0.935412224591329,0.7615534341280609,0.9519892421011824,0.8211580086580086,0.963389222717581
page-blocks0,0.9675361376835144,0.9530755314337404,0.9398744911804613,0.936975027460102,0.918742327324417,0.7946549718937779,0.956568617949215,0.8779640757252698,0.966211959682109
pima,0.7883420926899187,0.8052262054214906,0.7425954340447296,0.7828613939647556,0.7627749104942577,0.8009485283861069,0.8152694471567395,0.7719812154182359,0.8384246989352303
pima,0.7744240636490165,0.7990421723159902,0.7528246617380387,0.8126656437438974,0.7725856697819313,0.7627749104942577,0.8136885665132282,0.8001580880643512,0.8281024782628912
pima,0.754959596169426,0.766355140186916,0.7802575905519132,0.8125726507648672,0.7428279164923048,0.7793741572511276,0.806667596596457,0.7760264100060446,0.7771423257544054
yeast5,0.9801905270655271,0.9798418209876543,0.9891975308641976,0.9831211419753086,0.9862075617283951,0.02459490740740741,0.9868827160493827,0.9839891975308641,0.9887152777777778
