pima,0.7719312823282577,0.7897428744129819,0.8565118333565815,0.7859301622727484,0.7854651973775979,0.7878830148323801,0.8041567861626447,0.7971823127353884,0.8020179476449527
segment0,0.9971818216807289,0.9985556320783593,0.7845691766146311,0.9367443373125192,0.9877372206917661,0.8988942454851546,0.9974173553719009,0.8017389807162535,0.9997513008876645
led7digit-0-2-4-5-6-7-8-9_vs_1,0.9633370744481855,0.9748466257668712,0.9760736196319019,0.9678936605316975,0.9732106339468303,0.8296523517382414,0.9768916155419224,0.976482617586912,0.9687116564417179
abalone9-18,0.34062953995157386,0.27408354646206307,0.9362745098039216,0.8618925831202047,0.7706734867860188,0.8058397271952259,0.17625745950554136,0.9243393009377664,0.8714833759590792
poker-9_vs_7,0.08652482269503547,0.37543859649122807,0.3964912280701754,0.8035087719298246,0.5894736842105263,0.49473684210526314,0.4245614035087719,0.34385964912280703,0.4070175438596491
kddcup-guess_passwd_vs_satan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
yeast5,0.9600694444444444,0.9708719135802468,0.988233024691358,0.9867862654320988,0.9876543209876544,0.964891975308642,0.9844714506172839,0.9854359567901235,0.9885223765432098
abalone19,0.3847717886264958,0.358804140940532,0.8017269393250082,0.8463859616545193,0.739009331043127,0.7402163316466275,0.48001485539204314,0.3497980595144144,0.8687618959194094
page-blocks0,0.9704870936578989,0.9552400335982425,0.9539437552497254,0.9267501776830135,0.9171754862053368,0.7662176132325387,0.954182012017833,0.8291820120178328,0.9628925179298314
kddcup-guess_passwd_vs_satan,1.0,1.0,0.9378930817610064,1.0,0.9999999999999999,1.0,1.0,1.0,1.0
