pima,auc score,0.7559982550530755,0.7767238573487701,0.8419584321383735,0.7862091412098388,0.7760729064955596,0.7897893709024969,0.7769563397963453,0.8041567861626447,0.8298228483749477
,f1 score,0.6187132792120724,0.623550215842305,0.7572999789130217,0.6865445411632238,0.6674598977613256,0.7185400204268129,0.6667345167821904,0.5864023261961406,0.7406028368794326
segment0,auc score,0.9987384482485813,0.9996173859810225,0.6827651515151515,0.9463383838383839,0.9956382001836547,0.8467535200489746,0.999110422405877,0.8921985001530457,0.9999617385981022
,f1 score,0.9819370668615655,0.9868254707565374,0.4615384615384615,0.7236487929929503,0.7642350666093682,0.6504644179062784,0.9804214704615174,0.44304739356529826,0.9765034965034965
led7digit-0-2-4-5-6-7-8-9_vs_1,auc score,0.959221848110737,0.9736196319018405,0.9773006134969325,0.9662576687116564,0.9670756646216769,0.7278118609406954,0.9674846625766871,0.9683026584867075,0.9760736196319019
,f1 score,0.73997113997114,0.8449477351916376,0.7591991341991342,0.6792792792792792,0.7368048858887817,0.4588447246931652,0.8907975460122701,0.8907975460122701,0.8969907407407407
abalone9-18,auc score,0.3441162227602906,0.24637681159420288,0.9198635976129582,0.9143222506393862,0.7310315430520035,0.6274509803921569,0.41645353793691386,0.8520886615515771,0.8778772378516624
,f1 score,0.4853113983548766,0.4850615114235501,0.6336845865333095,0.5872818209656017,0.5438214088960214,0.386926682289923,0.4850615114235501,0.5414710485133021,0.7048534798534798
poker-9_vs_7,auc score,0.2,0.4842105263157894,0.40350877192982454,0.4807017543859649,0.5649122807017544,0.4280701754385965,0.38245614035087716,0.3684210526315789,0.3684210526315789
,f1 score,0.49128919860627174,0.4922279792746114,0.4215277777777778,0.46787330316742076,0.39301801801801806,0.268997668997669,0.4922279792746114,0.5923945335710041,0.578494623655914
kddcup-guess_passwd_vs_satan,auc score,1.0,1.0,0.9753668763102725,0.9999999999999999,1.0,1.0,1.0,1.0,1.0
,f1 score,1.0,1.0,0.4917525773195876,1.0,0.9297980804830119,1.0,1.0,0.9423391812865498,1.0
yeast5,auc score,0.9799679487179487,0.9762731481481481,0.9857253086419753,0.9891975308641977,0.9836998456790124,0.9854359567901235,0.9825424382716048,0.943287037037037,0.9886188271604939
,f1 score,0.4925883694412771,0.49230769230769234,0.7267569639662663,0.70514440433213,0.7433155080213905,0.7606217616580311,0.49230769230769234,0.5931506849315069,0.8190679256777338
abalone19,auc score,0.40069893042465315,0.4223109419247017,0.7955526670071028,0.8397938814354022,0.7413769091499931,0.7601318416043823,0.382572768209461,0.22988719186667286,0.859245160391811
,f1 score,0.49809581078372417,0.49804628794709954,0.4978953698135899,0.2478778706323617,0.22564165618583584,0.2156343451135506,0.49804628794709954,0.49804628794709954,0.08994912924981523
page-blocks0,auc score,0.9720845365593548,0.9596094204303159,0.9543233507785747,0.9278081992634231,0.9272064999676941,0.7760547909801642,0.9576589455320799,0.9020482005556633,0.9695677456871487
,f1 score,0.867179003812418,0.8661862789251324,0.8211536070051759,0.7834402347936708,0.7945146917401218,0.5524044018879317,0.8675478186962151,0.7546239940225089,0.8320952632273386
australian,auc score,0.9369801512287336,0.8851161060630215,0.7652372602157395,0.907221425155428,0.890057920187045,0.8906955736224029,0.8923959827833573,0.8970721079759817,0.8986662415643764
,f1 score,0.8741023181828814,0.8249748982719441,0.5843373493975904,0.8356077351722677,0.8360071301247771,0.8245298013245034,0.8401684653856278,0.7680063041765169,0.8356077351722677
sonar,auc score,0.9608150470219435,0.7903133903133903,0.5943019943019943,0.8079772079772081,0.81994301994302,0.7783475783475783,0.7333333333333333,0.7811965811965812,0.8324786324786325
,f1 score,0.9103044650489907,0.6888888888888889,0.5411155836687751,0.6950776825903876,0.6950776825903876,0.7128205128205128,0.5689628362618566,0.6010418262601501,0.6706838971976187
sonar,auc score,0.9728800611153552,0.8559837728194727,0.6855983772819473,0.8569979716024341,0.8397565922920892,0.8519269776876267,0.8529411764705883,0.7829614604462475,0.8296146044624746
,f1 score,0.9306352851128972,0.7609410574247406,0.6142857142857143,0.8055555555555555,0.7934426229508197,0.7276887871853547,0.776369168356998,0.5333333333333333,0.7276887871853547
wdbc,auc score,0.9919052174552947,0.9660222130810366,0.9585355820649939,0.9568901686548745,0.9719457013574662,0.9727684080625257,0.957959687371452,0.955738379267791,0.9755656108597286
,f1 score,0.9305370370370369,0.9133445945945946,0.8806763285024155,0.8997466446114868,0.9188425218283465,0.9087903989893673,0.874831081081081,0.7498797128505167,0.9188425218283465
wdbc,auc score,0.9924203399808669,0.9738379267791033,0.9553270259152612,0.9517071164129988,0.969559851912793,0.9693953105717812,0.9722747840394899,0.9798436857260387,0.974167009461127
,f1 score,0.9396993810786914,0.9169220876647735,0.8812870977819431,0.8733333333333333,0.9037162162162162,0.8963293650793651,0.9047778149014367,0.561738303311337,0.9147486497714998
german,auc score,0.8304761904761904,0.8132738095238095,0.6291369047619048,0.7970535714285714,0.7871428571428571,0.6756547619047619,0.808422619047619,0.7951488095238096,0.8052083333333334
,f1 score,0.7188715635317577,0.7233154442456768,0.5766187716652114,0.680842575600415,0.6648847043804356,0.6019900497512438,0.6767331949751407,0.6853333333333333,0.6875657979637441
sonar,auc score,0.955067920585162,0.8148148148148147,0.5544159544159544,0.8136752136752137,0.8381766381766381,0.8307692307692308,0.7846153846153846,0.762962962962963,0.8239316239316239
,f1 score,0.8866248693834902,0.7171717171717171,0.5008912655971479,0.7698630136986301,0.7569444444444444,0.7343300747556067,0.7020008514261388,0.6081632653061224,0.7306122448979592
