0,1,2,3,4,class
0.6075949367,0.2943548387,0.1836734694,0.0177619893,0.0632688928,0
0.4810126582,0.185483871,0.1224489796,0.0195381883,0.0984182777,1
0.7215189873,0.3709677419,0.1428571429,0.0142095915,0.0492091388,0
0.3037974684,0.939516129,0.5306122449,0.0071047957,0.0123022847,1
0.4050632911,0.1693548387,0.0918367347,0.0355239787,0.2319859402,1
0.2911392405,0.9516129032,0.5408163265,0.0124333925,0.0123022847,1
0.2405063291,0.8467741935,0.2551020408,0.0177619893,0,1
0.5949367089,0.2540322581,0.1530612245,0.0230905861,0.0685413005,0
0.4683544304,0.3225806452,0.1020408163,0.0213143872,0.0351493849,0
0.4050632911,0.5524193548,0.3469387755,0.0248667851,0.0158172232,1
0.5949367089,0.2177419355,0.1530612245,0.0337477798,0.0333919156,0
0.3164556962,0.3064516129,0.1428571429,0.0230905861,0.0298769772,0
0.5063291139,0.3629032258,0.1632653061,0.026642984,0.0738137083,0
0.417721519,0.6532258065,0.4183673469,0.0284191829,0.014059754,1
0.6455696203,0.3870967742,0.2040816327,0.026642984,0.0246045694,0
0.8734177215,0.0564516129,0.0408163265,0.325044405,0.1546572935,1
0.4936708861,0.2258064516,0.1632653061,0.0071047957,0.0246045694,0
0.4810126582,0.3064516129,0.1224489796,0.0071047957,0.0773286467,0
0.4050632911,0.5887096774,0.1632653061,0.0195381883,0.007029877,1
0.8734177215,0.6411290323,0.4693877551,0.0088809947,0.0123022847,1
0.5696202532,0.2943548387,0.1734693878,0.0355239787,0.1230228471,0
0.4050632911,0.2943548387,0.112244898,0.0195381883,0.0263620387,0
0.417721519,0.2096774194,0.0204081633,0.0213143872,0.0597539543,0
0.7088607595,0.5241935484,0.1326530612,0.026642984,0.0193321617,0
0.5949367089,0.4072580645,0.1428571429,0.0142095915,0.0087873462,0
0.5696202532,0.3991935484,0.1428571429,0.026642984,0.0579964851,0
0.5189873418,0.3588709677,0.2040816327,0.0248667851,0.0105448155,0
0.6962025316,0.1169354839,0.1632653061,0.1314387211,0.388400703,1
0.6582278481,0.4717741935,0.1734693878,0.0195381883,0.079086116,0
0,1,0.5714285714,0.0213143872,0.014059754,1
0.4303797468,0.5040322581,0.2959183673,0.0071047957,0.0087873462,1
0.6075949367,0.185483871,0.0510204082,0.1012433393,0.3550087873,1
0.1898734177,0.9072580645,1,0.0142095915,0.0087873462,1
0.582278481,0.3225806452,0.1428571429,0.0177619893,0.079086116,0
0.5316455696,0.3185483871,0.1632653061,0.0248667851,0.0246045694,0
0.6075949367,0.3225806452,0.1632653061,0.0124333925,0.0193321617,0
0.417721519,0.3266129032,0.1428571429,0.026642984,0.1159929701,0
0.5189873418,0.3588709677,0.1530612245,0.0142095915,0.065026362,0
0.6202531646,0.3064516129,0.1428571429,0.026642984,0.0193321617,0
0.4683544304,0.2862903226,0.1632653061,0.0337477798,0.0544815466,0
0.6962025316,0.2540322581,0.193877551,0.1829484902,0.6889279438,1
0.4430379747,0.3629032258,0.2346938776,0.0213143872,0.007029877,0
0.5443037975,0.4193548387,0.1020408163,0.0319715808,0.0281195079,0
0.6455696203,0.3830645161,0.1530612245,0.0248667851,0.086115993,0
0.5696202532,0.2620967742,0.0816326531,0.026642984,0.086115993,0
0.6962025316,0.1008064516,0.2346938776,0.0195381883,0.0896309315,1
0.5443037975,0.1209677419,0.0408163265,0.0284191829,0.0351493849,1
0.7341772152,0.2056451613,0.0918367347,0.2415630551,1,1
0.7088607595,0.3870967742,0.1530612245,0.0213143872,0.0123022847,0
0,0.7137096774,1,0.0213143872,0.0123022847,1
0.5189873418,0.1491935484,0.1020408163,0.026642984,0.0351493849,0
0.7721518987,0.3991935484,0.1530612245,0.0195381883,0.072056239,0
0.4810126582,0.3629032258,0.2755102041,0.0230905861,0.0087873462,0
0.7594936709,0.1290322581,0.0918367347,0.1492007105,0.4657293497,1
0.1392405063,1,0.4387755102,0.0195381883,0.0087873462,1
0.6202531646,0.4193548387,0.193877551,0.0035523979,0.0351493849,0
0.6835443038,0.185483871,0.0918367347,0.1225577265,0.7275922671,1
0.582278481,0.3467741935,0.1530612245,0.0195381883,0.0826010545,0
0.3037974684,0.8588709677,0.7040816327,0.0106571936,0.0087873462,1
0.6329113924,0.3064516129,0.1530612245,0.0088809947,0.0492091388,0
0.6582278481,0.4233870968,0.1224489796,0.0248667851,0.0474516696,0
0.5696202532,0.3991935484,0.1632653061,0.0159857904,0.0509666081,0
0.5189873418,0.3387096774,0.0510204082,0.0159857904,0.0509666081,0
0.5696202532,0.3185483871,0.1224489796,0.0159857904,0.0439367311,0
0.3670886076,0.8064516129,0.1632653061,0.0230905861,0.0017574692,1
0.5063291139,0.6814516129,0.1428571429,0.0035523979,0.0175746924,1
0.6202531646,0.25,0.1326530612,0.0159857904,0.072056239,0
0.7594936709,0.0725806452,0.0714285714,0.2912966252,0.1775043937,1
0.8101265823,0.0403225806,0.0408163265,0.2202486679,0.0615114236,1
0.7848101266,0.5,0.2244897959,0.0230905861,0.0210896309,0
0.6962025316,0.3185483871,0.0918367347,0.0230905861,0.0351493849,0
0.5443037975,0.2419354839,0.0816326531,0.0142095915,0.0369068541,0
0.5949367089,0.3064516129,0.1734693878,0.0639431616,0.0456942004,0
0.6455696203,0.3508064516,0.2551020408,0.0159857904,0.0843585237,0
0.7721518987,0,0,0.214920071,0.165202109,1
0.582278481,0.4596774194,0.2142857143,0.0142095915,0.0773286467,0
0.9367088608,0.6411290323,0.3673469388,0.0177619893,0.007029877,1
0.4556962025,0.2943548387,0.1020408163,0.0159857904,0.0404217926,0
0.582278481,0.3185483871,0.1326530612,0.0124333925,0.0316344464,0
0.582278481,0.2943548387,0.1836734694,0.0301953819,0.0826010545,0
0.4936708861,0.3669354839,0.0918367347,0.0213143872,0.0246045694,0
0.9620253165,0.2056451613,0.1632653061,0.161634103,0.2636203866,1
0.7848101266,0.2903225806,0.1632653061,0.0319715808,0.1230228471,0
0.6329113924,0.4072580645,0.0612244898,0.0355239787,0.0913884007,0
0.6582278481,0.2943548387,0.1836734694,0.0159857904,0.079086116,0
0.4303797468,0.5040322581,0.3469387755,0.0106571936,0.0087873462,1
0.5063291139,0.3064516129,0.1836734694,0.0319715808,0.0017574692,0
0.3797468354,0.4274193548,0.2551020408,0.026642984,0.0052724077,1
0.6075949367,0.3427419355,0.1836734694,0.0301953819,0.0386643234,0
0.4683544304,0.3629032258,0.1224489796,0.0177619893,0.0386643234,0
1,0.8790322581,0.3163265306,0.0213143872,0.0210896309,1
0.5949367089,0.3629032258,0.1836734694,0.0195381883,0.0228471002,0
0.6202531646,0.3185483871,0.1428571429,0.026642984,0.007029877,0
0.2405063291,0.7258064516,0.4285714286,0.0177619893,0.0052724077,1
0.5443037975,0.2661290323,0.112244898,0.026642984,0.0492091388,0
0.5696202532,0.2338709677,0.0816326531,0.0124333925,0.0281195079,0
0.3291139241,0.3024193548,0.1530612245,0.0355239787,0.0913884007,0
0.8987341772,0.0362903226,0.0102040816,0.5772646536,0.158172232,1
0.5063291139,0.2620967742,0.1326530612,0.0461811723,0.086115993,0
0.4810126582,0.3225806452,0.1632653061,0.0319715808,0.0298769772,0
0.3417721519,0.4274193548,0.1836734694,0.0106571936,0.007029877,1
0.5949367089,0.2419354839,0.1020408163,0.0195381883,0.0456942004,0
0.6708860759,0.2419354839,0.1020408163,0.0195381883,0.0404217926,0
0.4556962025,0.25,0.112244898,0.0159857904,0.1107205624,0
0.6962025316,0.4798387097,0.2244897959,0.0124333925,0.0439367311,0
0.6075949367,0.6733870968,0.1632653061,0.0159857904,0.0105448155,1
0.6835443038,0.0120967742,0.0510204082,1,0.3901581722,1
0.5063291139,0.2096774194,0.0816326531,0.0142095915,0.0263620387,0
0.4810126582,0.4717741935,0.1020408163,0.0213143872,0.0579964851,0
0.5569620253,0.1935483871,0.1428571429,0.0230905861,0.0369068541,0
0.0253164557,0.9193548387,0.7346938776,0.0301953819,0,1
0.6202531646,0.4274193548,0.2244897959,0.0337477798,0.0052724077,0
0.4556962025,0.2661290323,0.1428571429,0.0248667851,0.0386643234,0
0.5063291139,0.3306451613,0.1326530612,0.0177619893,0.0369068541,0
0.5189873418,0.435483871,0.1632653061,0.0142095915,0.0281195079,0
0.5189873418,0.25,0.1326530612,0.0195381883,0.079086116,0
0.5316455696,0.5362903226,0.1326530612,0.0159857904,0.0439367311,0
0.5443037975,0.3991935484,0.193877551,0.0213143872,0.0527240773,0
0.8101265823,0.4596774194,0.2551020408,0.0195381883,0.072056239,0
0.5696202532,0.3508064516,0.1428571429,0.0248667851,0.0158172232,0
0.5569620253,0.4798387097,0.2142857143,0.0284191829,0.0246045694,0
0.6962025316,0.3991935484,0.193877551,0.0177619893,0.0421792619,0
0.7215189873,0.4556451613,0.2551020408,0.0284191829,0.0509666081,0
0.5569620253,0.3991935484,0.1734693878,0.0053285968,0.0087873462,0
0.6455696203,0.4274193548,0.1836734694,0.0195381883,0.0509666081,0
0.5443037975,0.3306451613,0.1020408163,0.0373001776,0.0544815466,0
0.5696202532,0.7983870968,0.3571428571,0.0088809947,0.014059754,1
0.5569620253,0.3830645161,0.112244898,0.0301953819,0.086115993,0
0.4810126582,0.3870967742,0.112244898,0.0106571936,0.0123022847,0
0.5569620253,0.3709677419,0.1224489796,0.0177619893,0.0474516696,0
0.7341772152,0.3064516129,0.2142857143,0.0159857904,0.1001757469,0
0.5063291139,0.4274193548,0.0918367347,0.0124333925,0.0316344464,0
0.6202531646,0.3790322581,0.2244897959,0.0248667851,0.1107205624,0
0.8734177215,0.060483871,0.0306122449,0.214920071,0.0492091388,1
0.5316455696,0.5040322581,0.0918367347,0.0142095915,0.065026362,0
0.6329113924,0.3991935484,0.1632653061,0.026642984,0.0456942004,0
0.5063291139,0.2258064516,0.193877551,0.0230905861,0.1335676626,0
0.6582278481,0.3508064516,0.1734693878,0.0248667851,0.1300527241,0
0.6835443038,0.3024193548,0.1836734694,0.0088809947,0.0667838313,0
0.6708860759,0.4072580645,0.1632653061,0.0230905861,0.0632688928,0
0.5569620253,0.2862903226,0.112244898,0.0373001776,0.0439367311,0
0.4556962025,0.2338709677,0.1326530612,0.0142095915,0.0615114236,0
0.9367088608,0.1491935484,0.0510204082,0.0746003552,0.1212653779,1
0.6835443038,0.439516129,0.2142857143,0.0373001776,0.0386643234,0
0.5063291139,0.4274193548,0.1836734694,0.0159857904,0.0281195079,0
0.2911392405,0.5,0.2551020408,0,0.014059754,1
0.5569620253,0.3508064516,0.1632653061,0.0177619893,0.0878734622,0
0.4303797468,0.685483871,0.1734693878,0.0230905861,0.0158172232,1
0.5569620253,0.3185483871,0.193877551,0.0177619893,0.0738137083,0
0.5189873418,0.3588709677,0.1326530612,0.0124333925,0.0193321617,0
