0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,class
0.4466403162,0.7583333333,0,0,0,0.1083650007,0.0024859026,0.1006211118,0.0018041239,0.4030467545,0.3727714698,0.4808542233,0.3491816103,0.4837476084,0.6166868278,0.1669829589,0.4808542233,0.3140923,0.1696205362,0
0.0711462451,0.2125,0,0,0,0.3840304267,0.0008934992,0.0149068321,0.0002633907,0.4379034559,0.3922204408,0.5301914541,0.383476225,0.363288713,0.6964934007,0.1612903308,0.5301914541,0.32936445,0.154107989,0
0.7826086957,0.4375,0,0,0,0.0190114057,0.0002987706,0.009937887,2.14E-005,0.013684483,0.0048622369,0.0324005896,0.0023382697,0.7629063008,0.2309552782,0.4952561803,0.0324005896,0.94074076,0.1721184144,1
0.0790513834,0.4625,0,0,0,0.0152091263,0.0004070578,0.0099378877,0.0002911911,0.0038729671,0,0.0081001471,0.0031176928,0.8011472195,0.1571946923,0.573055043,0.0081001471,0.5555556,0.100662595,0
0.1106719368,0.0291666667,0,1,0,0.0266159578,0.0008141146,0.0385093251,0.0009301981,0.4761167111,0.4303079451,0.570692216,0.4193296985,0.3499043531,0.7170495975,0.1423150179,0.570692216,0.31715608,0.1545387508,0
0.9723320158,0.6166666667,0,0,0,0.0874524664,0.0050940368,0.3515527235,0.1218699642,0.2494190782,0.2220421452,0.2982326929,0.2236944669,0.5544932897,0.4365175505,0.3795066518,0.3011781914,0.28921792,0.0830710455,0
0.9209486166,0.6916666667,0,0,0,0.0380228115,0.0004780322,0.0198757741,0.000406082,0.1133488339,0.0915721199,0.1023564094,0.1457521474,0.6386233138,0.108827097,0.8102466827,0.1377025108,0.3963988,0.9243934789,0
0.8774703557,0.725,0,0,0,0.0171102669,0.0003525226,0.0534161393,0.0015009247,0.0903692259,0.0842787649,0.0648011792,0.1231488621,0.75717016,0.0314389493,0.8140417623,0.1163475654,0.44541803,0.8197594774,0
0.5454545455,0.4583333333,0,0,0,0.0361216726,0.0004220138,0.0260869534,0.0006011082,0.025819778,0.0056726096,0.0515463909,0.017926734,0.6787762732,0.2684401601,0.5199241145,0.0515463909,0.9074074,0.1162835588,0
0.1818181818,0.45,0,0.5,0,0.0779467687,0.0022936543,0.0298136642,0.0009971871,0.0304673391,0.0153970834,0.0449189977,0.0296180822,0.7131931056,0.2140266181,0.5711575098,0.0449189977,0.7329263,0.0767120241,0
0.5691699605,0.6625,0,0,0,0.0437262452,0.0005789281,0.0273291859,0.0006208213,0.114381624,0.0931928711,0.1119293143,0.1371784797,0.6424474019,0.1511487423,0.7400379735,0.1296023518,0.34671864,0.9705528211,0
0.6363636364,0.6166666667,0,0,0,0.0741444909,0.0009683432,0.0496894396,0.0010499042,0.1820294324,0.1839546117,0.1958762835,0.165237715,0.7839388042,0.2478839307,0.4478178552,0.1958762835,0.20284556,0.2084426235,0
0.1027667984,0.2125,0,0,0,0.0380228457,0.0005676656,0.0372671351,0.0009617744,0.8737413315,0.8444084509,0.9241531302,0.8472330367,0.3365200619,0.5961306093,0.3453510543,0.9241531302,0.16963542,0.1225425073,0
0.9565217391,0.125,0,0,0,0.0342205338,0.0003585282,0.0062111988,0.0001095353,0.9426801764,0.936790899,0.9668630341,0.9212782721,0.4799234859,0.4836759636,0.3795066518,0.9668630341,0.11953241,0.1299302604,0
0.9169960474,0.775,0,0,0.5,0.1330798025,0.002809477,0.0447204941,0.0009124183,0.3467596234,0.3233387287,0.4072164823,0.304754462,0.5506692189,0.5175332686,0.256166981,0.4072164823,0.29465598,0.1680098001,0
0.8063241107,0.15,0,0,0,0.0418251132,0.0006124815,0.0347826455,0.0005984352,0.8634133885,0.8322528714,0.9263623717,0.8254091528,0.3269598417,0.6553809528,0.261859609,0.9263623717,0.18354028,0.1350228832,0
0.233201581,0.5041666667,0,0,0,0.0038022822,2.99E-005,0.0049689437,2.14E-005,0.0025819778,0,0.0073637708,0,0.8107074467,0.1596130729,0.5597723092,0.0073637708,0.8888889,0.1594485194,0
0.1106719368,0.4166666667,0,0,0,0.0133079837,0.000242751,0.0136645952,0.0001095352,0.0376968762,0.050243113,0.0419734912,0.0210444265,0.9063097505,0.1656590207,0.4554079838,0.045655376,0.56415343,0.3603223923,0
0.233201581,0.7708333333,0,0,0,0.0494296686,0.0010557864,0.0993788659,0.0014399838,0.3565711435,0.3306320837,0.4197348923,0.3141075662,0.5296366827,0.533252765,0.2523719525,0.4197348923,0.2976887,0.1653466614,0
0.3754940711,0.5416666667,0,0,0,0.0532319395,0.0007469264,0.0099378877,8.55E-005,0.0345985038,0.0226904384,0.058173786,0.0210444265,0.7342256142,0.2599758393,0.4781783816,0.058173786,0.6652397,0.1626927225,1
0.6996047431,0.0208333333,0,0,0,0.0114068879,0.0003006327,0.0335403415,0.0008702564,0.7875032312,0.7260940415,0.8681885061,0.7599376412,0.137667309,0.7243047404,0.3415559917,0.8681885061,0.23989888,0.1106618303,0
0.9367588933,0.4458333333,0,0,0,0.0114068417,0.0001792623,0.0173913022,5.34E-005,0.0348567013,0.0453808761,0.0412371136,0.017926734,0.892925425,0.175332541,0.4535104491,0.0441826201,0.61706346,0.3352514679,0
0.6837944664,0.6958333333,0,0,0,0.0475285229,0.0027076075,0.1118012353,0.0075018257,0.1363284279,0.123987035,0.1200294468,0.165237715,0.6978967395,0.0882708665,0.7836812274,0.1561119245,0.29896173,0.8928336715,0
0.4940711462,0.5416666667,0,0,0,0.0475285126,0.0013631417,0.0198757741,0.0005984361,0.0227214049,0.0032414912,0.0508100132,0.0116913476,0.6845124054,0.2793228691,0.4971537167,0.0508100132,0.95308644,0.1321299511,0
0.4466403162,0.4583333333,0,0,0,0.0152091253,0.0001195082,0.0136645974,7.75E-005,0.0446682165,0.05834684,0.049337262,0.0265003883,0.9120458827,0.1692865922,0.4440227841,0.0530191454,0.5282187,0.3575581364,0
0.8616600791,0.2875,0,0,0,0.0437262007,0.0003323822,0.0149068321,0.0006732397,0.2767880372,0.2649919179,0.3195876118,0.2424006261,0.6558317275,0.4135429437,0.3149905194,0.3195876118,0.28296396,0.1815664344,0
0.2450592885,0.0083333333,0,0,0,0.0209126644,0.0001979332,0.0260869534,0.0007293448,0.9220243043,0.8954619359,0.9639174892,0.9017926765,0.3403441328,0.5659008921,0.3889943253,0.9639174892,0.15582462,0.1147871486,0
0.1106719368,0.2791666667,0,0,0,0.0228136458,0.000705045,0.0583850803,0.0016756417,0.4861864287,0.4351701915,0.5861560782,0.4286827536,0.3097514281,0.7460701585,0.1366223899,0.5861560782,0.32548746,0.150862191,0
0.0790513834,0.8541666667,0,0.5,0,0.1311787013,0.0007058435,0.0186335385,0.0003446351,0.1154144071,0.095623987,0.0927835045,0.1582229062,0.6520076394,0.0519951733,0.8861480198,0.1494845313,0.426777,0.8819519108,0
0.8972332016,0.55,0,0,0,0.0171102689,0.0003473207,0.0149068344,0.0002244135,0.0369222815,0.0486223655,0.0412371136,0.0210444265,0.9005736063,0.1656590207,0.4611005828,0.0449189977,0.5564374,0.3574762046,0
0.1304347826,0.3416666667,0,0,0,0.0190114105,0.0002744381,0.0086956474,0.0002810888,0.1032791163,0.0761750452,0.1553755548,0.0740452003,0.6042064866,0.4171705316,0.3605313217,0.1553755548,0.55917877,0.158053139,1
0.8458498024,0.4666666667,0,0,0,0.0114068448,0.0001344468,0.0149068321,3.21E-005,0.0095533183,0,0.0250368182,0.0023382697,0.7590822092,0.2140266181,0.5256167118,0.0250368182,1,0.1467786747,0
0.0513833992,0.5208333333,0,0,0,0,0,0,0,0,0,0,0,0.8298279078,0.1354292742,0.5787476427,0,0,0.5110544164,0
0.4229249012,0.4875,0,0,0,0.2414448683,0.0044051401,0.0372670635,0.0007603478,0.3712884236,0.3379254387,0.4447717456,0.3250194661,0.4722752925,0.5876663102,0.2239089148,0.4447717456,0.31292745,0.1598629466,0
0.2924901186,0.2666666667,0,0,0,0.0969581915,0.0046496189,0.0496894396,0.0026822763,0.1809966493,0.1701782883,0.2304860219,0.1387373386,0.6940726428,0.423216475,0.261859609,0.2304860219,0.4296633,0.2028949635,0
0.1739130435,0.575,0,0,0,0.0855513344,0.0033499661,0.0149068232,0.0001923542,0.1172218038,0.0980551102,0.1575846903,0.0927513595,0.6558317275,0.3627569863,0.3946869192,0.1575846903,0.45334122,0.1636696633,0
0.2924901186,0.8958333333,0,0,0,0.0760456435,0.0006609349,0.03602484,0.0007358763,0.1164471973,0.1118314409,0.0861561113,0.1527669563,0.7590822092,0.014510286,0.8387096862,0.1443299039,0.40474883,0.8169878886,0
0.2648221344,0.4416666667,0,0,0,0.0152091222,0.0002091394,0.03602484,0.0015521935,0.1386522196,0.1507293464,0.1597938059,0.1044427099,0.8699808723,0.2732769257,0.3225806617,0.1597938059,0.38127685,0.2726509196,0
0.4505928854,0.5291666667,0,0,0,0.0114068448,8.96E-005,0.0074534158,0.0001282364,0.0054221537,0,0.0154639185,0,0.7896749432,0.1862152479,0.5388994462,0.0154639185,1,0.1594485194,0
0.4822134387,0.55,0,0,0,0.0095057046,0.0003929358,0.0062111802,9.82E-005,0.0028401756,0,0.0081001471,0,0.8087954026,0.1620314514,0.5578747779,0.0081001471,0.7777778,0.1594485194,0
0.3794466403,0.3125,0,0.5,0,0.0513308143,0.0008402921,0.0795031106,0.0015602094,0.1660211856,0.1701782883,0.2002945412,0.1254871434,0.8049713111,0.3446191125,0.275142311,0.2002945412,0.40554056,0.241005158,0
0.3754940711,0.3458333333,0,0,0,0.0247148429,0.0002875669,0.0099378924,0.0003099049,0.1409759835,0.11669368,0.1907216562,0.1114575187,0.6118546628,0.4147521324,0.3567362592,0.1907216562,0.45154575,0.1610437434,1
0.9486166008,0.8625,0,0,0,0.0608365018,0.0035254931,0.0372670725,0.0007373589,0.0588690994,0.039708268,0.0486008844,0.088074818,0.6749521851,0.0991535777,0.7893738213,0.0832105995,0.5692659,0.907491981,0
0.1106719368,0.2291666667,0,0,0,0.0874524664,0.0021810248,0.0484472027,0.0037108401,0.1577588507,0.1547811917,0.1980854256,0.1176929122,0.75717016,0.3724305067,0.2789374078,0.1980854256,0.43824613,0.220027967,0
0.9841897233,0.6875,0,0,0.5,0.0551331126,0.0010717154,0.0770186188,0.0012228764,0.3741286034,0.3435980498,0.448453627,0.3242400367,0.4913957846,0.5925030541,0.1973434596,0.448453627,0.3181372,0.1665224386,0
0.976284585,0.5916666667,0,0,0,0.0095057046,6.35E-005,0.0024844723,2.14E-005,0.0025819778,0,0.0073637708,0,0.8107074467,0.1596130729,0.5597723092,0.0073637708,0.8888889,0.1594485194,1
0.9802371542,0.6958333333,0,0,0,0.0779467789,0.0017838487,0.1167701607,0.0035587738,0.3343661351,0.3111831565,0.3902798278,0.2969602589,0.5564053338,0.4921403171,0.2903225784,0.3902798278,0.2898632,0.1580818464,0
0.2806324111,0.4166666667,0,0,0,0.0171102669,0.0003025052,0.0211180101,0.0010071893,0.0090369219,0,0.0235640649,0.0023382697,0.7629063008,0.2091898569,0.5294117812,0.0235640649,1,0.1518773244,0
0.3122529644,0.4375,0,0,0,0.0513308006,0.0016469724,0.0347826098,0.0006304953,0.1513038986,0.1547811917,0.1826214972,0.1145752154,0.8049713111,0.3264812714,0.3036053487,0.1826214972,0.40736422,0.2370344399,0
0.1383399209,0.5583333333,0,0,0,0.0095057046,0.0001979355,0.0285714273,0.0014880757,0.0059385494,0.0024311184,0.009572901,0.0054559626,0.8030592636,0.1547763127,0.5749525763,0.009572901,0.25185186,0.0861598929,0
0.4071146245,0.75,0,0,0,0.1102661567,0.0019903889,0.0844720494,0.0020942964,0.4397108316,0.4035656337,0.5250368003,0.383476225,0.4302103235,0.6626360522,0.1480076289,0.5250368003,0.31158692,0.164224253,0
0.1264822134,0.3666666667,0,0,0,0.0532319463,0.001269555,0.0546583807,0.0008141998,0.1079266788,0.081847649,0.1575846903,0.0802805938,0.6099426187,0.4062878225,0.3719165266,0.1575846903,0.54147977,0.156408592,1
0.6205533597,0.2708333333,0,0,0,0.0285171001,0.000663778,0.0732919259,0.0022111191,0.2429641191,0.2325769954,0.2783505134,0.2151207992,0.6768642292,0.3688029298,0.3643264014,0.2783505134,0.2703099,0.1784014536,0
0.6086956522,0.0666666667,0,0,0,0.0361217342,0.0002427475,0.0322981538,0.0001816669,0.9586883953,0.9667747566,0.9712813183,0.936087235,0.5736137474,0.4304715962,0.3700189953,0.9712813183,0.09847229,0.1506649327,0
0.6403162055,0.6916666667,0,0.5,0,0.0399239777,0.0007058455,0.0559006176,0.0005690493,0.1709269317,0.1547811917,0.1421207685,0.2166796581,0.6596558156,0.0350665154,0.9051233328,0.2047128188,0.3211389,0.8678680343,0
0.0039525692,0.2166666667,0,0,0,0.0418250858,0.0005676639,0.0335403684,0.0005049309,0.1260005198,0.1256077863,0.1568483008,0.093530782,0.78585085,0.3180169615,0.3358633978,0.1568483008,0.43502074,0.2283710717,0
0.9090909091,0.3333333333,0,0,0,0.0171102635,0.0002812155,0.012422356,0.0001241643,0.0418280416,0.033225282,0.0648011792,0.0257209659,0.7552581125,0.2587666397,0.4592030515,0.0648011792,0.62065095,0.1862228561,1
0.5494071146,0.475,0,0,0,0.009505708,6.35E-005,0.0149068332,0.0002244136,0.0431190292,0.0534846046,0.0508100132,0.0249415428,0.8891013317,0.1837968727,0.4440227841,0.0515463909,0.5456349,0.3227242032,0
0.4861660079,0.75,0,0,0,0.1197718921,0.0027614831,0.0732919259,0.0020198181,0.4164730261,0.3857374505,0.4955817489,0.3616523761,0.476099415,0.626360359,0.1593928166,0.4955817489,0.31361094,0.1693391703,0
0.9604743083,0.3916666667,0,0,0,0.2034220705,0.0049646035,0.0335403616,0.0005840342,0.1582752388,0.1393841097,0.1958762835,0.1363990643,0.644359446,0.3591293985,0.4117647179,0.1958762835,0.36449948,0.1542186719,1
0.5454545455,0.3125,0,0.5,0,0.0494296686,0.0012847138,0.0273291859,0.0009510861,0.1846114217,0.1766612567,0.2319587612,0.1418550143,0.7131931056,0.4135429437,0.2580645123,0.2319587612,0.4214949,0.2080606978,0
0.8498023715,0.5833333333,0,0,0,0.0057034224,0.0002812156,0.0024844723,0.0001241643,0.0007745934,0,0.0022091311,0,0.8240917698,0.1426844139,0.573055043,0.0022091311,0.22222222,0.1594485194,1
0.6442687747,0.7958333333,0,0.5,0,0.0513307972,0.0018379173,0.0360248445,0.0005970866,0.1053446965,0.08752026,0.0979381451,0.1301636709,0.669216053,0.1245465651,0.7552182239,0.1229749586,0.35402012,0.9345719758,0
0.5928853755,0.375,0,0,0,0.3288973484,0.0065913776,0.0111801235,0.0002521793,0.2174025288,0.1985413217,0.2614138324,0.1886204228,0.6252389883,0.4050786338,0.3586337904,0.2614138324,0.32728764,0.1654930523,0
0.4664031621,0.7083333333,0,0.5,0,0.0266159578,0.000756574,0.0732919035,0.0011622799,0.1492383253,0.1207455399,0.1303387413,0.196414647,0.5793498968,0.0785973483,0.9165085718,0.1855670089,0.40955147,0.9104137045,0
0.2727272727,0.1125,0,0,0,0.0418251132,0.000274439,0.0223602605,0.0005482943,0.4043377352,0.3646677501,0.4926362438,0.3484021809,0.4168259807,0.6686820174,0.1518026744,0.4926362438,0.33601543,0.1621163923,0
0.2964426877,0.5291666667,0,0,1,0.1102661772,0.0039120698,0.1229813588,0.0017521025,0.1151562096,0.0721231781,0.1642120835,0.1044427099,0.4875716621,0.4050786338,0.4952561803,0.1642120835,0.60921985,0.1015060549,0
0.0276679842,0.7833333333,0,0,0,0.0570342377,0.0007953979,0.0310559079,0.0005138212,0.1045701039,0.0972447309,0.0780559656,0.139516761,0.7437858396,0.0302297498,0.8292220298,0.1318114939,0.40888458,0.8309155532,0
0.557312253,0.8208333333,0,0,0,0.0665399184,0.0026627907,0.0559006065,0.0009537575,0.1293570877,0.1126418202,0.0986745214,0.1777084948,0.669216053,0.0157194747,0.9259962283,0.1678939649,0.4408947,0.8639726605,0
