0,1,2,3,4,5,6,7,8,9,class
0.018648018648018648,0.016333938294010888,0.000576444932146181,0.0020558927211341673,0.09704641350210971,0.49040511727078895,0.0011102139685102946,0.0001817631020902757,0.0008671898712223041,0.0003114294612270321,1.0
0.009324009324009324,0.023593466424682397,0.0004375425388579445,0.00520118511786932,0.5632911392405063,0.9392324093816631,0.00025837706903512306,0.0010299909118448953,0.0012791050600528984,0.005294300840859545,0.0
0.016317016317016316,0.019963702359346643,0.0006181156501326518,0.0027802969498671305,0.4282700421940928,0.9339019189765457,0.00032095276544206704,0.0011208724628900331,0.0017994189827862809,0.004982871379632514,0.0
0.018648018648018648,0.11433756805807622,0.003951773089050325,0.013229222727298122,0.46308016877637126,0.9829424307036247,0.00031691562373839315,0.008361102696152681,0.012140658197112257,0.0339458112737465,0.0
0.02097902097902098,0.05807622504537205,0.002243273651605017,0.006132295951716315,0.3322784810126583,0.8550106609808104,0.00019176423092450543,0.003453498939715238,0.006026969604995014,0.01899719713484896,0.0
0.02097902097902098,0.038112522686025406,0.0014793104885197173,0.004083852117252925,0.46308016877637126,0.9275053304904052,0.0005490512716996367,0.003059678885186307,0.0042925898625504055,0.008720024914356899,0.0
0.013986013986013984,0.0617059891107078,0.0016529384801300126,0.009298072786796103,0.22890295358649787,0.9349680170575694,6.459426725878079e-05,0.0017873371705543772,0.004834583532064346,0.015260043600124572,0.0
0.009324009324009324,0.012704174228675136,0.00022918894892559,0.00296651911663653,0.3143459915611814,0.9733475479744136,0.0,0.00021205695243865495,0.0006937518969778432,0.004048582995951417,0.0
0.013986013986013984,0.06352087114337568,0.0017015543177808954,0.009564370485276344,0.26371308016877637,0.8646055437100213,7.266855066612841e-05,0.0020902756740381703,0.00461778606425877,0.017128620367486767,0.0
0.009324009324009324,0.018148820326678767,0.00033336574389176727,0.004083852117252925,0.3291139240506329,1.0,6.661283811061768e-05,0.00039382005452893065,0.0010406278454667649,0.004360012457178449,0.0
0.0,0.021778584392014518,4.1670717986470915e-05,0.02419584612834804,1.0,1.0,0.002422285022204279,0.0001817631020902757,0.0001300784806833456,0.0,1.0
0.02097902097902098,0.4718693284936479,0.018078146486463963,0.04859094997513934,0.22890295358649787,0.6940298507462687,0.00016350423899878886,0.02102393214177522,0.04017257078437324,0.12052320149486143,0.0
0.016317016317016316,0.08711433756805807,0.0026738710707985497,0.011393072162951845,0.3734177215189874,0.7249466950959488,0.00016350423899878886,0.00460466525295365,0.006157048085678359,0.027094363126751793,0.0
0.016317016317016316,0.032667876588021776,0.0010070423513397135,0.004409740909099373,0.27109704641350213,0.9786780383795308,0.00010496568429551876,0.0012117540139351712,0.0030785240428391797,0.009342883836810962,0.0
0.018648018648018648,0.07441016333938294,0.0025766393954967846,0.008677952971454003,0.39767932489451474,0.9744136460554371,0.0003532498990714574,0.004695546803998788,0.007848068334561852,0.018062908751167863,0.0
0.018648018648018648,0.9673321234119782,0.033329629269512315,0.11047816265761377,0.12341772151898733,0.6449893390191898,6.863140896245457e-05,0.02435625568009694,0.0693968694445649,0.18872625350358146,0.0
0.03496503496503497,0.21778584392014516,0.013397135832650398,0.014070946921095805,0.3628691983122363,0.5852878464818764,0.0009285425918449737,0.023023326264768253,0.025473702467155183,0.04235440672687637,0.0
0.02564102564102564,0.1851179673321234,0.008535552067562124,0.01597041302214368,0.31751054852320676,0.7057569296375268,0.00031287848203471937,0.01299606179945471,0.019251615141135152,0.052943008408595456,0.0
0.02564102564102564,0.1234119782214156,0.005701943244482102,0.010694739037566597,0.3670886075949367,0.7228144989339019,0.0005006055712555511,0.009815207512874888,0.013137926549017907,0.02927436935534102,0.0
0.009324009324009324,0.09437386569872959,0.001791840873418249,0.019726514125882458,0.18037974683544306,0.5852878464818764,5.6519983851433176e-05,0.0015752802181157224,0.003360360750986428,0.014014325755216444,0.0
0.016317016317016316,0.025408348457350273,0.0007847985220785354,0.0034786300752523776,0.4905063291139241,0.8582089552238806,0.0002987484860718611,0.0016661617691608602,0.0021029354377140874,0.00747430706944877,0.0
0.016317016317016316,0.04718693284936479,0.0014515300098620698,0.0062719625767933655,0.30696202531645567,0.7633262260127932,0.00015341138473960435,0.002029687973341412,0.0034904392316697738,0.012768607910308316,0.0
0.02097902097902098,0.15607985480943737,0.005993638270387399,0.016188292957263872,0.3407172995780591,0.7484008528784648,0.00024828421477593866,0.00966373826113299,0.014265273381606903,0.04515727187791966,0.0
